0.14345,1.2437
0.12761,1.3152
0.11992,1.3764
0.098984,1.444
0.10879,1.5108
0.099585,1.5821
0.12828,1.6444
0.14279,1.0571
0.098191,1.126
0.071798,1.1973
0.052415,1.2719
0.060214,1.3505
0.032815,1.4256
0.044792,1.4962
0.031163,1.5706
0.023748,1.6311
0.071242,1.6949
0.0085623,1.7431
0.068246,1.7918
0.075047,1.8591
0.11639,1.7892
0.16965,1.8398
0.025193,1.9254
0.05507,1.9868
0.14924,1.9766
-0.031697,1.9986
0.16063,1.1674
-0.31437,1.7819
0.21692,2.0185
0.10661,2.0355
0.013801,2.0591
0.16214,2.0969
0.21316,2.1511
0.1133,2.1739
0.017019,2.1957
0.066977,2.2758
0.04692,2.3534
0.17559,2.4126
0.18166,2.3193
0.18191,2.4967
0.029643,2.4584
0.018135,2.5602
0.030256,2.691
0.19284,2.2331
0.068042,2.1227
0.22029,2.6225
0.25738,2.737
0.30742,2.8391
0.062391,2.7977
0.090189,2.8907
0.21315,2.9821
-0.28721,3.0341
-0.24954,2.9334
-0.19808,2.8336
-0.19327,2.734
-0.13994,2.6061
-0.1153,2.505
-0.07062,2.3849
-0.030814,2.2925
0.03462,1.0831
0.069781,1.0014
0.11366,0.92612
0.034759,0.8689
0.082022,0.76689
0.015569,0.71778
0.0748,0.64005
0.022958,0.55314
-0.043485,0.47964
-0.15135,0.58319
-0.054162,0.64627
-0.14973,0.73713
-0.091566,0.78838
-0.10642,0.89033
-0.0084752,0.94422
-0.035524,1.0392
-0.13015,0.98171
-0.14955,1.0569
-0.07251,1.1177
-0.0040259,1.1563
-0.10916,1.1987
-0.023563,1.2371
-0.10854,1.2783
-0.03795,1.3199
-0.11606,1.3577
-0.040822,1.4025
-0.11601,1.4475
-0.030563,1.4694
-0.12314,1.5228
-0.04932,1.5492
-0.10303,1.6034
-0.038721,1.6127
-0.099136,1.669
-0.03196,1.6853
-0.089623,1.7363
-0.045169,1.7968
-0.0080895,1.8622
-0.11792,1.867
-0.15891,1.8054
-0.13394,1.9999
-0.046146,2.136
-0.15707,2.1475
-0.089377,2.2185
-0.097569,2.0717
-0.1698,2.3162
-0.21047,2.4105
-0.28881,2.3188
-0.21023,2.2299
-0.27332,2.1583
-0.3255,2.0855
-0.19513,2.076
-0.25432,2.0062
-0.20011,1.9368
-0.31386,1.9269
-0.22078,1.856
-0.31736,1.8502
-0.24722,1.786
-0.34,1.7008
-0.23335,1.7206
-0.17512,1.7246
-0.16698,1.6532
-0.2657,1.6436
-0.35871,1.6237
-0.42313,1.6678
-0.50705,1.7334
-0.41366,1.7555
-0.38697,1.8342
-0.49717,1.8227
-0.47965,1.9082
-0.40352,1.9254
-0.3756,2.0012
-0.4589,1.9941
-0.46311,2.0843
-0.41504,2.1552
-0.48486,2.2237
-0.35521,2.2326
-0.42296,2.3189
-0.37002,2.43
-0.47212,2.5378
-0.63795,2.5353
-0.52819,2.4333
-0.57034,2.3138
-0.60165,2.2155
-0.6202,2.1258
-0.52911,2.1323
-0.55257,2.063
-0.65051,2.0384
-0.6474,1.9571
-0.5624,1.9736
-0.58136,1.8848
-0.66753,1.8627
-0.59098,1.803
-0.60304,1.7133
-0.53266,1.6466
-0.60633,1.6192
-0.70358,1.687
-0.80397,1.6397
-0.78479,1.7385
-0.77813,1.8429
-0.85704,1.8865
-0.75936,1.9288
-0.84319,1.9896
-0.75863,2.0268
-0.84468,2.0776
-0.72367,2.103
-0.81564,2.1739
-0.70552,2.1954
-0.71036,2.2907
-0.82095,2.275
-0.82067,2.382
-0.70548,2.4172
-0.82238,2.5089
-0.74008,2.6308
-0.92829,2.5924
-0.94338,2.4751
-0.9297,2.3417
-0.94111,2.2475
-0.94701,2.1436
-0.94439,2.057
-0.96254,1.952
-0.95219,1.8587
-0.9824,1.7557
-0.88876,1.7125
-0.98411,1.6798
-0.87567,1.6089
-1.0575,1.6285
-1.1724,1.6868
-1.0759,1.7207
-1.0709,1.817
-1.1728,1.7805
-1.1657,1.8781
-1.0676,1.9241
-1.1785,1.974
-1.0548,2.0185
-1.1675,2.0633
-1.1759,2.1754
-1.0551,2.2141
-1.2059,2.2661
-1.0521,2.3157
-1.2011,2.385
-1.0887,2.4355
-1.09,2.5612
-1.1177,2.6707
-1.2737,2.6303
-1.2511,2.5015
-1.3525,2.3469
-1.3243,2.221
-1.2923,2.1154
-1.2963,2.0163
-1.3843,1.989
-1.3862,1.8861
-1.2868,1.925
-1.2692,1.8268
-1.3701,1.7903
-1.2755,1.7465
-1.3754,1.705
-1.2755,1.6528
-0.96379,0.60507
-0.19327,1.5836
-0.27821,1.5552
-0.44221,1.5845
-0.53042,1.5523
-0.72461,1.5868
-0.791,1.5498
-0.98311,1.5704
-1.1554,1.5913
-1.3708,1.6158
-1.4685,1.6663
-1.468,1.7488
-1.4846,1.8459
-1.5079,1.9503
-1.5092,2.0236
-1.3967,2.064
-0.81035,3.112
